Full Name,Short Name,Date,Sell Price,Buy Price,Number of Purchases,Number of Sales
Ripple,XRP,2023-01-12 10:35:47.337197,38456.91,36805.91,606,615
Litecoin,LTC,2023-01-12 10:35:47.337197,101442.55,99008.44,858,632
Cardano,ADA,2023-01-12 10:35:47.337197,30635.9,29275.53,764,107
Polkadot,DOT,2023-01-12 10:35:47.337197,4997.64,4940.31,208,398
Binance Coin,BNB,2023-01-12 10:35:47.337197,39610.3,37657.5,115,326
Dogecoin,DOGE,2023-01-12 10:35:47.337197,54875.99,52562.14,761,655
Bitcoin,BTC,2023-01-13 10:35:47.337197,27126.21,26166.79,503,316
Ethereum,ETH,2023-01-13 10:35:47.337197,26462.11,25534.8,321,690
Ripple,XRP,2023-01-13 10:35:47.337197,28897.92,28045.54,124,303
Litecoin,LTC,2023-01-13 10:35:47.337197,23028.27,22574.59,170,364
Cardano,ADA,2023-01-13 10:35:47.337197,76793.02,75010.6,343,439
Polkadot,DOT,2023-01-13 10:35:47.337197,44485.21,43307.36,597,366
Binance Coin,BNB,2023-01-13 10:35:47.337197,11792.85,11559.81,870,702
Dogecoin,DOGE,2023-01-13 10:35:47.337197,63957.96,62721.83,855,769
Bitcoin,BTC,2023-01-14 10:35:47.337197,2338.13,2249.61,106,633
Ethereum,ETH,2023-01-14 10:35:47.337197,37648.76,36948.17,1000,873
Ripple,XRP,2023-01-14 10:35:47.337197,8335.62,8209.73,142,350
Litecoin,LTC,2023-01-14 10:35:47.337197,8046.98,7663.24,779,596
Cardano,ADA,2023-01-14 10:35:47.337197,39954.05,39089.99,843,685
Polkadot,DOT,2023-01-14 10:35:47.337197,72744.6,70008.6,387,672
Binance Coin,BNB,2023-01-14 10:35:47.337197,24800.21,24173.51,753,240
Dogecoin,DOGE,2023-01-14 10:35:47.337197,34579.71,33544.34,793,132
Bitcoin,BTC,2023-01-15 10:35:47.337197,33678.79,32544.02,978,737
Ethereum,ETH,2023-01-15 10:35:47.337197,61472.44,58409.06,747,72
Ripple,XRP,2023-01-15 10:35:47.337197,54237.29,53267.79,803,54
Litecoin,LTC,2023-01-15 10:35:47.337197,14060.84,13861.89,886,811
Cardano,ADA,2023-01-15 10:35:47.337197,34925.96,33379.39,497,537
Polkadot,DOT,2023-01-15 10:35:47.337197,65774.39,62933.34,543,290
Binance Coin,BNB,2023-01-15 10:35:47.337197,24865.79,23965.09,953,402
Dogecoin,DOGE,2023-01-15 10:35:47.337197,38625.58,37100.45,966,625
Bitcoin,BTC,2023-01-16 10:35:47.337197,53166.98,50991.1,779,655
Ethereum,ETH,2023-01-16 10:35:47.337197,62673.11,60777.85,684,587
Ripple,XRP,2023-01-16 10:35:47.337197,70190.22,69197.37,464,201
Litecoin,LTC,2023-01-16 10:35:47.337197,7766.09,7599.86,937,324
Cardano,ADA,2023-01-16 10:35:47.337197,41519.64,39941.31,565,177
Polkadot,DOT,2023-01-16 10:35:47.337197,43693.71,41895.35,969,823
Binance Coin,BNB,2023-01-16 10:35:47.337197,56688.61,56016.83,292,425
Dogecoin,DOGE,2023-01-16 10:35:47.337197,34772.53,34001.33,527,377
Bitcoin,BTC,2023-01-17 10:35:47.337197,35274.62,33877.13,872,226
Ethereum,ETH,2023-01-17 10:35:47.337197,59074.77,58344.39,839,55
Ripple,XRP,2023-01-17 10:35:47.337197,65733.03,64635.01,780,140
Litecoin,LTC,2023-01-17 10:35:47.337197,94474.36,91131.71,724,528
Cardano,ADA,2023-01-17 10:35:47.337197,41316.79,39361.41,418,193
Polkadot,DOT,2023-01-17 10:35:47.337197,36854.47,35456.21,592,465
Binance Coin,BNB,2023-01-17 10:35:47.337197,48530.85,46401.42,893,899
Dogecoin,DOGE,2023-01-17 10:35:47.337197,82171.82,80507.48,807,65
Bitcoin,BTC,2023-01-18 10:35:47.337197,22714.78,21668.38,519,618
Ethereum,ETH,2023-01-18 10:35:47.337197,74668.08,72759.08,465,658
Ripple,XRP,2023-01-18 10:35:47.337197,38015.15,36519.78,793,477
Litecoin,LTC,2023-01-18 10:35:47.337197,17224.29,16869.53,388,149
Cardano,ADA,2023-01-18 10:35:47.337197,84804.67,83657.61,426,814
Polkadot,DOT,2023-01-18 10:35:47.337197,1737.19,1671.63,733,530
Binance Coin,BNB,2023-01-18 10:35:47.337197,78830.69,75773.25,150,84
Dogecoin,DOGE,2023-01-18 10:35:47.337197,88226.26,87284.31,862,346
Bitcoin,BTC,2023-01-19 10:35:47.337197,15782.43,15560.26,222,632
Ethereum,ETH,2023-01-19 10:35:47.337197,86224.54,82580.32,767,478
Ripple,XRP,2023-01-19 10:35:47.337197,40507.14,39657.12,420,178
Litecoin,LTC,2023-01-19 10:35:47.337197,49062.24,47370.17,410,679
Cardano,ADA,2023-01-19 10:35:47.337197,8892.21,8591.68,994,442
Polkadot,DOT,2023-01-19 10:35:47.337197,35914.3,35352.15,653,331
Binance Coin,BNB,2023-01-19 10:35:47.337197,63388.98,61973.99,720,696
Dogecoin,DOGE,2023-01-19 10:35:47.337197,60605.76,57956.74,395,754
Bitcoin,BTC,2023-01-20 10:35:47.337197,51305.97,48852.48,499,278
Ethereum,ETH,2023-01-20 10:35:47.337197,47671.68,46167.94,919,753
Ripple,XRP,2023-01-20 10:35:47.337197,23392.63,22250.31,569,594
Litecoin,LTC,2023-01-20 10:35:47.337197,85935.7,84382.3,163,67
Cardano,ADA,2023-01-20 10:35:47.337197,40648.06,39789.89,882,830
Polkadot,DOT,2023-01-20 10:35:47.337197,61748.23,60455.84,816,885
Binance Coin,BNB,2023-01-20 10:35:47.337197,29682.52,28226.68,498,91
Dogecoin,DOGE,2023-01-20 10:35:47.337197,36757.14,36048.26,491,87
Bitcoin,BTC,2023-01-21 10:35:47.337197,19446.8,19012.51,929,664
Ethereum,ETH,2023-01-21 10:35:47.337197,24655.08,23469.78,786,186
Ripple,XRP,2023-01-21 10:35:47.337197,112647.69,108893.38,405,690
Litecoin,LTC,2023-01-21 10:35:47.337197,16397.57,15945.55,437,221
Cardano,ADA,2023-01-21 10:35:47.337197,20209.38,19207.75,704,216
Polkadot,DOT,2023-01-21 10:35:47.337197,92677.63,89443.15,994,545
Binance Coin,BNB,2023-01-21 10:35:47.337197,2699.39,2608.32,785,125
Dogecoin,DOGE,2023-01-21 10:35:47.337197,13955.25,13625.44,107,259
Bitcoin,BTC,2023-01-22 10:35:47.337197,35277.0,34484.07,149,826
Ethereum,ETH,2023-01-22 10:35:47.337197,61507.53,60651.83,668,741
Ripple,XRP,2023-01-22 10:35:47.337197,39487.24,37959.91,220,513
Litecoin,LTC,2023-01-22 10:35:47.337197,20968.93,20100.82,768,131
Cardano,ADA,2023-01-22 10:35:47.337197,9676.73,9369.67,275,885
Polkadot,DOT,2023-01-22 10:35:47.337197,28713.86,28085.16,947,417
Binance Coin,BNB,2023-01-22 10:35:47.337197,40477.62,38980.68,135,690
Dogecoin,DOGE,2023-01-22 10:35:47.337197,40787.27,39023.41,273,358
Bitcoin,BTC,2023-01-23 10:35:47.337197,28500.41,27374.05,813,492
Ethereum,ETH,2023-01-23 10:35:47.337197,56268.27,53614.68,896,566
Ripple,XRP,2023-01-23 10:35:47.337197,31814.97,30797.57,285,95
Litecoin,LTC,2023-01-23 10:35:47.337197,47366.09,45085.83,824,225
Cardano,ADA,2023-01-23 10:35:47.337197,43279.79,42818.93,961,239
Polkadot,DOT,2023-01-23 10:35:47.337197,91276.56,87310.86,884,847
Binance Coin,BNB,2023-01-23 10:35:47.337197,78778.42,76526.85,325,543
Dogecoin,DOGE,2023-01-23 10:35:47.337197,31329.66,30939.17,370,549
Bitcoin,BTC,2023-01-24 10:35:47.337197,28599.94,27457.01,707,68
Ethereum,ETH,2023-01-24 10:35:47.337197,17647.98,16909.1,802,649
Ripple,XRP,2023-01-24 10:35:47.337197,15654.02,15312.9,476,635
Litecoin,LTC,2023-01-24 10:35:47.337197,39554.1,39047.24,671,372
Cardano,ADA,2023-01-24 10:35:47.337197,34067.63,32733.67,319,497
Polkadot,DOT,2023-01-24 10:35:47.337197,22880.25,22353.24,392,735
Binance Coin,BNB,2023-01-24 10:35:47.337197,16632.37,15919.92,422,410
Dogecoin,DOGE,2023-01-24 10:35:47.337197,62293.02,59346.04,960,381
Bitcoin,BTC,2023-01-25 10:35:47.337197,20823.91,20568.53,245,493
Ethereum,ETH,2023-01-25 10:35:47.337197,18269.73,17527.31,338,512
Ripple,XRP,2023-01-25 10:35:47.337197,71520.69,69350.79,927,860
Litecoin,LTC,2023-01-25 10:35:47.337197,48244.43,46685.87,578,848
Cardano,ADA,2023-01-25 10:35:47.337197,35857.97,34327.37,987,567
Polkadot,DOT,2023-01-25 10:35:47.337197,1866.83,1831.68,762,142
Binance Coin,BNB,2023-01-25 10:35:47.337197,51116.32,49475.98,568,444
Dogecoin,DOGE,2023-01-25 10:35:47.337197,108479.19,103319.32,938,311
Bitcoin,BTC,2023-01-26 10:35:47.337197,10052.33,9863.19,626,772
Ethereum,ETH,2023-01-26 10:35:47.337197,25724.13,24444.67,631,839
Ripple,XRP,2023-01-26 10:35:47.337197,12913.05,12281.77,805,223
Litecoin,LTC,2023-01-26 10:35:47.337197,33151.54,31986.27,809,636
Cardano,ADA,2023-01-26 10:35:47.337197,86848.77,84795.09,499,338
Polkadot,DOT,2023-01-26 10:35:47.337197,29086.35,28094.62,577,514
Binance Coin,BNB,2023-01-26 10:35:47.337197,84220.76,80859.14,621,544
Dogecoin,DOGE,2023-01-26 10:35:47.337197,27185.95,25919.75,702,80
Bitcoin,BTC,2023-01-27 10:35:47.337197,90204.07,87735.43,323,203
Ethereum,ETH,2023-01-27 10:35:47.337197,42172.28,40408.5,462,632
Ripple,XRP,2023-01-27 10:35:47.337197,45377.76,43138.33,257,92
Litecoin,LTC,2023-01-27 10:35:47.337197,48324.62,46006.27,533,277
Cardano,ADA,2023-01-27 10:35:47.337197,62015.73,59490.75,562,218
Polkadot,DOT,2023-01-27 10:35:47.337197,6203.45,6069.29,557,831
Binance Coin,BNB,2023-01-27 10:35:47.337197,4756.8,4564.94,497,325
Dogecoin,DOGE,2023-01-27 10:35:47.337197,44646.96,43447.24,115,147
Bitcoin,BTC,2023-01-28 10:35:47.337197,14635.37,14442.66,826,578
Ethereum,ETH,2023-01-28 10:35:47.337197,4803.94,4671.18,563,250
Ripple,XRP,2023-01-28 10:35:47.337197,53934.38,52009.43,925,826
Litecoin,LTC,2023-01-28 10:35:47.337197,12533.67,12234.68,472,706
Cardano,ADA,2023-01-28 10:35:47.337197,11906.01,11322.28,647,647
Polkadot,DOT,2023-01-28 10:35:47.337197,56549.9,54165.21,197,869
Binance Coin,BNB,2023-01-28 10:35:47.337197,40595.59,39205.96,136,875
Dogecoin,DOGE,2023-01-28 10:35:47.337197,13072.04,12890.33,509,754
Bitcoin,BTC,2023-01-29 10:35:47.337197,63870.0,63189.85,507,631
Ethereum,ETH,2023-01-29 10:35:47.337197,24010.96,23363.98,138,547
Ripple,XRP,2023-01-29 10:35:47.337197,14127.2,13559.76,506,480
Litecoin,LTC,2023-01-29 10:35:47.337197,20644.71,20029.42,625,897
Cardano,ADA,2023-01-29 10:35:47.337197,61949.12,59996.5,390,367
Polkadot,DOT,2023-01-29 10:35:47.337197,1948.72,1886.23,952,395
Binance Coin,BNB,2023-01-29 10:35:47.337197,46188.52,45307.44,426,570
Dogecoin,DOGE,2023-01-29 10:35:47.337197,20435.46,20007.17,706,155
Bitcoin,BTC,2023-01-30 10:35:47.337197,53718.23,51354.45,773,737
Ethereum,ETH,2023-01-30 10:35:47.337197,58095.28,57354.38,792,118
Ripple,XRP,2023-01-30 10:35:47.337197,4211.77,4166.16,822,302
Litecoin,LTC,2023-01-30 10:35:47.337197,33701.35,32427.84,637,511
Cardano,ADA,2023-01-30 10:35:47.337197,2744.48,2677.19,391,345
Polkadot,DOT,2023-01-30 10:35:47.337197,31556.26,30711.36,380,196
Binance Coin,BNB,2023-01-30 10:35:47.337197,65001.3,63408.08,595,683
Dogecoin,DOGE,2023-01-30 10:35:47.337197,26314.89,25177.56,145,74
Bitcoin,BTC,2023-01-31 10:35:47.337197,72890.31,70013.24,447,686
Ethereum,ETH,2023-01-31 10:35:47.337197,799.32,761.07,354,331
Ripple,XRP,2023-01-31 10:35:47.337197,2482.44,2362.9,313,315
Litecoin,LTC,2023-01-31 10:35:47.337197,88331.57,87157.48,221,508
Cardano,ADA,2023-01-31 10:35:47.337197,11139.53,10778.97,863,683
Polkadot,DOT,2023-01-31 10:35:47.337197,5254.65,5086.84,695,529
Binance Coin,BNB,2023-01-31 10:35:47.337197,10993.31,10883.02,373,191
Dogecoin,DOGE,2023-01-31 10:35:47.337197,39601.17,38044.97,805,230
Bitcoin,BTC,2023-02-01 10:35:47.337197,45437.84,44139.45,787,139
Ethereum,ETH,2023-02-01 10:35:47.337197,56095.29,55467.84,196,283
Ripple,XRP,2023-02-01 10:35:47.337197,2287.3,2222.66,717,816
Litecoin,LTC,2023-02-01 10:35:47.337197,73079.41,72081.3,169,242
Cardano,ADA,2023-02-01 10:35:47.337197,70123.65,67114.45,506,510
Polkadot,DOT,2023-02-01 10:35:47.337197,112611.14,109334.14,226,353
Binance Coin,BNB,2023-02-01 10:35:47.337197,54221.76,51705.36,907,836
Dogecoin,DOGE,2023-02-01 10:35:47.337197,1635.86,1584.35,947,761
Bitcoin,BTC,2023-02-02 10:35:47.337197,8424.36,8196.56,246,734
Ethereum,ETH,2023-02-02 10:35:47.337197,29317.98,28457.88,530,298
Ripple,XRP,2023-02-02 10:35:47.337197,62047.78,60630.09,245,549
Litecoin,LTC,2023-02-02 10:35:47.337197,9136.9,8806.11,218,62
Cardano,ADA,2023-02-02 10:35:47.337197,37502.13,37081.75,639,510
Polkadot,DOT,2023-02-02 10:35:47.337197,40351.33,39658.24,223,237
Binance Coin,BNB,2023-02-02 10:35:47.337197,59130.92,57590.45,956,432
Dogecoin,DOGE,2023-02-02 10:35:47.337197,21469.77,21033.5,806,632
Bitcoin,BTC,2023-02-03 10:35:47.337197,7295.67,7148.92,154,150
Ethereum,ETH,2023-02-03 10:35:47.337197,41271.74,39985.41,479,599
Ripple,XRP,2023-02-03 10:35:47.337197,55298.94,53917.32,166,274
Litecoin,LTC,2023-02-03 10:35:47.337197,41843.4,40549.91,521,600
Cardano,ADA,2023-02-03 10:35:47.337197,6364.18,6185.3,789,122
Polkadot,DOT,2023-02-03 10:35:47.337197,44763.07,42840.76,971,560
Binance Coin,BNB,2023-02-03 10:35:47.337197,49496.0,48087.18,480,141
Dogecoin,DOGE,2023-02-03 10:35:47.337197,50116.62,49490.39,702,438
Bitcoin,BTC,2023-02-04 10:35:47.337197,4056.69,3949.89,647,774
Ethereum,ETH,2023-02-04 10:35:47.337197,37644.8,35943.92,384,558
Ripple,XRP,2023-02-04 10:35:47.337197,25338.9,24503.76,480,154
Litecoin,LTC,2023-02-04 10:35:47.337197,7507.21,7255.39,187,552
Cardano,ADA,2023-02-04 10:35:47.337197,68492.18,65562.83,424,805
Polkadot,DOT,2023-02-04 10:35:47.337197,17776.25,17456.16,198,348
Binance Coin,BNB,2023-02-04 10:35:47.337197,34684.92,33306.39,381,431
Dogecoin,DOGE,2023-02-04 10:35:47.337197,91231.91,87648.0,464,792
Bitcoin,BTC,2023-02-05 10:35:47.337197,65253.16,62329.49,327,314
Ethereum,ETH,2023-02-05 10:35:47.337197,27997.39,26693.42,222,119
Ripple,XRP,2023-02-05 10:35:47.337197,14485.81,13920.13,467,408
Litecoin,LTC,2023-02-05 10:35:47.337197,25728.93,25167.26,806,207
Cardano,ADA,2023-02-05 10:35:47.337197,72635.44,69571.29,817,419
Polkadot,DOT,2023-02-05 10:35:47.337197,67349.05,65300.58,806,413
Binance Coin,BNB,2023-02-05 10:35:47.337197,37574.88,37069.85,409,876
Dogecoin,DOGE,2023-02-05 10:35:47.337197,38065.98,37318.86,435,54
Bitcoin,BTC,2023-02-06 10:35:47.337197,43868.79,41823.05,827,886
Ethereum,ETH,2023-02-06 10:35:47.337197,20386.44,19695.04,376,258
Ripple,XRP,2023-02-06 10:35:47.337197,49197.76,47932.51,664,441
Litecoin,LTC,2023-02-06 10:35:47.337197,88405.97,87149.15,153,387
Cardano,ADA,2023-02-06 10:35:47.337197,56769.26,55580.25,874,262
Polkadot,DOT,2023-02-06 10:35:47.337197,5980.3,5909.79,900,554
Binance Coin,BNB,2023-02-06 10:35:47.337197,17279.62,16691.61,243,338
Dogecoin,DOGE,2023-02-06 10:35:47.337197,59371.02,58274.61,255,847
Bitcoin,BTC,2023-02-07 10:35:47.337197,89307.53,84871.97,103,78
Ethereum,ETH,2023-02-07 10:35:47.337197,65305.28,62961.69,379,513
Ripple,XRP,2023-02-07 10:35:47.337197,66113.15,65145.04,724,379
Litecoin,LTC,2023-02-07 10:35:47.337197,2532.58,2465.37,744,445
Cardano,ADA,2023-02-07 10:35:47.337197,66113.19,63452.57,704,194
Polkadot,DOT,2023-02-07 10:35:47.337197,34299.49,33135.96,544,535
Binance Coin,BNB,2023-02-07 10:35:47.337197,17015.82,16165.65,455,96
Dogecoin,DOGE,2023-02-07 10:35:47.337197,25653.38,24528.12,515,577
Bitcoin,BTC,2023-02-08 10:35:47.337197,9553.41,9281.51,544,698
Ethereum,ETH,2023-02-08 10:35:47.337197,4642.68,4549.15,738,485
Ripple,XRP,2023-02-08 10:35:47.337197,6850.52,6667.27,804,793
Litecoin,LTC,2023-02-08 10:35:47.337197,53797.31,52823.72,514,336
Cardano,ADA,2023-02-08 10:35:47.337197,12871.11,12666.74,700,194
Polkadot,DOT,2023-02-08 10:35:47.337197,4168.75,4060.85,230,405
Binance Coin,BNB,2023-02-08 10:35:47.337197,68646.25,67367.72,121,635
Dogecoin,DOGE,2023-02-08 10:35:47.337197,21867.94,21386.43,563,708
Bitcoin,BTC,2023-02-09 10:35:47.337197,27784.64,26511.35,372,856
Ethereum,ETH,2023-02-09 10:35:47.337197,37667.47,36801.13,269,382
Ripple,XRP,2023-02-09 10:35:47.337197,46388.24,44927.13,530,523
Litecoin,LTC,2023-02-09 10:35:47.337197,70859.25,69354.26,474,641
Cardano,ADA,2023-02-09 10:35:47.337197,62878.71,60236.55,766,154
Polkadot,DOT,2023-02-09 10:35:47.337197,47998.66,47105.03,726,690
Binance Coin,BNB,2023-02-09 10:35:47.337197,734.4,710.05,172,716
Dogecoin,DOGE,2023-02-09 10:35:47.337197,53941.27,51771.78,550,163
Bitcoin,BTC,2023-02-10 10:35:47.337197,78019.07,76218.4,265,540
Ethereum,ETH,2023-02-10 10:35:47.337197,13333.12,12772.94,633,859
Ripple,XRP,2023-02-10 10:35:47.337197,15406.59,14773.77,578,403
Litecoin,LTC,2023-02-10 10:35:47.337197,41009.36,39311.01,675,603
Cardano,ADA,2023-02-10 10:35:47.337197,10172.52,9962.54,862,81
Polkadot,DOT,2023-02-10 10:35:47.337197,20265.77,19596.88,637,362
Binance Coin,BNB,2023-02-10 10:35:47.337197,21433.35,20383.25,600,594
Dogecoin,DOGE,2023-02-10 10:35:47.337197,48843.54,46819.6,148,225
Bitcoin,BTC,2023-02-11 10:35:47.337197,13533.63,13394.24,261,715
Ethereum,ETH,2023-02-11 10:35:47.337197,55284.22,53527.51,220,274
Ripple,XRP,2023-02-11 10:35:47.337197,31000.69,29667.95,508,828
Litecoin,LTC,2023-02-11 10:35:47.337197,72945.24,69933.76,878,446
Cardano,ADA,2023-02-11 10:35:47.337197,21469.02,20696.91,527,711
Polkadot,DOT,2023-02-11 10:35:47.337197,44426.8,42774.73,197,282
Binance Coin,BNB,2023-02-11 10:35:47.337197,38078.93,36845.08,563,744
Dogecoin,DOGE,2023-02-11 10:35:47.337197,90924.19,89374.41,120,93
Bitcoin,BTC,2023-02-12 10:35:47.337197,31410.95,29877.64,256,695
Ethereum,ETH,2023-02-12 10:35:47.337197,64530.09,62460.03,549,695
Ripple,XRP,2023-02-12 10:35:47.337197,72571.08,70354.95,653,502
Litecoin,LTC,2023-02-12 10:35:47.337197,99080.56,97403.01,390,135
Cardano,ADA,2023-02-12 10:35:47.337197,57550.81,56690.56,223,636
Polkadot,DOT,2023-02-12 10:35:47.337197,78294.01,75357.64,130,193
Binance Coin,BNB,2023-02-12 10:35:47.337197,38535.08,37410.66,824,742
Dogecoin,DOGE,2023-02-12 10:35:47.337197,21033.28,20487.33,544,82
Bitcoin,BTC,2023-02-13 10:35:47.337197,71690.93,70465.03,264,736
Ethereum,ETH,2023-02-13 10:35:47.337197,21025.98,20023.35,163,449
Ripple,XRP,2023-02-13 10:35:47.337197,68197.32,66628.42,654,79
Litecoin,LTC,2023-02-13 10:35:47.337197,21479.83,21129.28,315,743
Cardano,ADA,2023-02-13 10:35:47.337197,26553.21,25849.25,336,375
Polkadot,DOT,2023-02-13 10:35:47.337197,65974.13,64740.55,379,51
Binance Coin,BNB,2023-02-13 10:35:47.337197,62733.4,60116.72,986,605
Dogecoin,DOGE,2023-02-13 10:35:47.337197,94855.38,93579.82,374,449
Bitcoin,BTC,2023-02-14 10:35:47.337197,34085.41,33661.7,886,93
Ethereum,ETH,2023-02-14 10:35:47.337197,46527.66,46040.76,364,53
Ripple,XRP,2023-02-14 10:35:47.337197,99808.03,98524.83,945,123
Litecoin,LTC,2023-02-14 10:35:47.337197,50795.96,48522.66,299,62
Cardano,ADA,2023-02-14 10:35:47.337197,69323.95,67904.48,464,642
Polkadot,DOT,2023-02-14 10:35:47.337197,60395.63,58250.48,832,691
Binance Coin,BNB,2023-02-14 10:35:47.337197,53202.99,51844.25,449,103
Dogecoin,DOGE,2023-02-14 10:35:47.337197,95775.88,91337.83,235,330
Bitcoin,BTC,2023-02-15 10:35:47.337197,89906.36,87950.79,745,228
Ethereum,ETH,2023-02-15 10:35:47.337197,57170.5,54749.52,606,54
Ripple,XRP,2023-02-15 10:35:47.337197,67105.48,65512.31,837,803
Litecoin,LTC,2023-02-15 10:35:47.337197,3556.51,3426.35,802,791
Cardano,ADA,2023-02-15 10:35:47.337197,46524.0,45947.0,756,836
Polkadot,DOT,2023-02-15 10:35:47.337197,52835.53,50919.96,553,383
Binance Coin,BNB,2023-02-15 10:35:47.337197,21837.81,21256.74,891,444
Dogecoin,DOGE,2023-02-15 10:35:47.337197,28931.58,28482.98,515,196
Bitcoin,BTC,2023-02-16 10:35:47.337197,66565.2,65332.23,296,481
Ethereum,ETH,2023-02-16 10:35:47.337197,101205.04,100098.63,377,429
Ripple,XRP,2023-02-16 10:35:47.337197,53257.69,52232.97,543,292
Litecoin,LTC,2023-02-16 10:35:47.337197,7569.78,7351.52,921,706
Cardano,ADA,2023-02-16 10:35:47.337197,10603.66,10298.27,718,783
Polkadot,DOT,2023-02-16 10:35:47.337197,35209.44,34137.51,291,750
Binance Coin,BNB,2023-02-16 10:35:47.337197,24382.61,23922.58,209,647
Dogecoin,DOGE,2023-02-16 10:35:47.337197,50351.61,48647.5,529,758
Bitcoin,BTC,2023-02-17 10:35:47.337197,45349.15,43174.3,301,189
Ethereum,ETH,2023-02-17 10:35:47.337197,73310.41,72369.29,116,714
Ripple,XRP,2023-02-17 10:35:47.337197,9642.35,9240.95,390,73
Litecoin,LTC,2023-02-17 10:35:47.337197,62356.26,60609.0,491,382
Cardano,ADA,2023-02-17 10:35:47.337197,71156.27,68226.07,891,359
Polkadot,DOT,2023-02-17 10:35:47.337197,70.48,68.12,319,240
Binance Coin,BNB,2023-02-17 10:35:47.337197,194.19,185.46,870,345
Dogecoin,DOGE,2023-02-17 10:35:47.337197,3897.16,3759.67,110,544
Bitcoin,BTC,2023-02-18 10:35:47.337197,27100.58,26730.7,221,414
Ethereum,ETH,2023-02-18 10:35:47.337197,39067.81,38263.28,935,427
Ripple,XRP,2023-02-18 10:35:47.337197,90329.8,87703.44,857,699
Litecoin,LTC,2023-02-18 10:35:47.337197,9529.74,9096.62,615,607
Cardano,ADA,2023-02-18 10:35:47.337197,10005.5,9535.55,305,238
Polkadot,DOT,2023-02-18 10:35:47.337197,76709.34,73196.33,843,425
Binance Coin,BNB,2023-02-18 10:35:47.337197,8847.05,8512.98,606,202
Dogecoin,DOGE,2023-02-18 10:35:47.337197,61084.82,59428.71,737,552
Bitcoin,BTC,2023-02-19 10:35:47.337197,5286.23,5064.15,923,303
Ethereum,ETH,2023-02-19 10:35:47.337197,26347.78,25147.44,743,650
Ripple,XRP,2023-02-19 10:35:47.337197,65845.32,64968.0,146,535
Litecoin,LTC,2023-02-19 10:35:47.337197,21619.84,21284.98,437,859
Cardano,ADA,2023-02-19 10:35:47.337197,89698.48,87644.75,415,354
Polkadot,DOT,2023-02-19 10:35:47.337197,1132.76,1107.07,795,246
Binance Coin,BNB,2023-02-19 10:35:47.337197,98116.51,97125.49,654,382
Dogecoin,DOGE,2023-02-19 10:35:47.337197,51423.58,50296.9,293,884
Bitcoin,BTC,2023-02-20 10:35:47.337197,11681.08,11399.81,741,258
Ethereum,ETH,2023-02-20 10:35:47.337197,27887.92,27064.68,948,451
Ripple,XRP,2023-02-20 10:35:47.337197,57280.27,55837.77,622,485
Litecoin,LTC,2023-02-20 10:35:47.337197,28672.3,27529.48,870,106
Cardano,ADA,2023-02-20 10:35:47.337197,44032.26,42771.41,324,122
Polkadot,DOT,2023-02-20 10:35:47.337197,1767.2,1704.06,680,213
Binance Coin,BNB,2023-02-20 10:35:47.337197,59134.88,56341.66,152,786
Dogecoin,DOGE,2023-02-20 10:35:47.337197,2408.86,2313.64,230,434
Bitcoin,BTC,2023-02-21 10:35:47.337197,79171.77,76748.51,558,571
Ethereum,ETH,2023-02-21 10:35:47.337197,55553.84,53995.65,859,594
Ripple,XRP,2023-02-21 10:35:47.337197,28034.75,26679.31,520,515
Litecoin,LTC,2023-02-21 10:35:47.337197,65281.99,64192.84,734,355
Cardano,ADA,2023-02-21 10:35:47.337197,42889.93,41574.32,559,324
Polkadot,DOT,2023-02-21 10:35:47.337197,4363.97,4315.53,260,815
Binance Coin,BNB,2023-02-21 10:35:47.337197,45466.75,44710.1,687,53
Dogecoin,DOGE,2023-02-21 10:35:47.337197,28091.92,27373.89,627,347
Bitcoin,BTC,2023-02-22 10:35:47.337197,15776.59,15268.49,996,692
Ethereum,ETH,2023-02-22 10:35:47.337197,106094.7,102668.97,618,894
Ripple,XRP,2023-02-22 10:35:47.337197,64233.87,61539.87,340,174
Litecoin,LTC,2023-02-22 10:35:47.337197,87715.82,85291.65,684,866
Cardano,ADA,2023-02-22 10:35:47.337197,44827.33,43119.23,347,114
Polkadot,DOT,2023-02-22 10:35:47.337197,33573.81,32245.62,810,737
Binance Coin,BNB,2023-02-22 10:35:47.337197,7023.96,6707.64,729,351
Dogecoin,DOGE,2023-02-22 10:35:47.337197,8991.23,8677.93,742,350
Bitcoin,BTC,2023-02-23 10:35:47.337197,41381.11,39339.98,358,550
Ethereum,ETH,2023-02-23 10:35:47.337197,35986.46,34755.08,832,177
Ripple,XRP,2023-02-23 10:35:47.337197,41692.35,40658.78,872,68
Litecoin,LTC,2023-02-23 10:35:47.337197,6981.68,6838.07,714,752
Cardano,ADA,2023-02-23 10:35:47.337197,49373.46,47186.37,651,367
Polkadot,DOT,2023-02-23 10:35:47.337197,59531.62,57860.31,668,240
Binance Coin,BNB,2023-02-23 10:35:47.337197,25752.08,24527.74,233,469
Dogecoin,DOGE,2023-02-23 10:35:47.337197,13247.97,12686.86,867,865
Bitcoin,BTC,2023-02-24 10:35:47.337197,52283.92,50611.59,308,451
Ethereum,ETH,2023-02-24 10:35:47.337197,12410.01,12046.6,330,331
Ripple,XRP,2023-02-24 10:35:47.337197,48283.76,47472.69,449,144
Litecoin,LTC,2023-02-24 10:35:47.337197,21783.9,20812.31,851,389
Cardano,ADA,2023-02-24 10:35:47.337197,63025.19,60619.55,556,128
